                         nodeIDs,nodeType,nodeDepths,       mean,         sd,    median,        mad,count1000,countALL,    LB,    UB,                  Project,                     Location,DepthCat,Clone1Hits,Clone2Hits,OtherHits,Clone1ID,Clone2ID,        Accession,  SecAccession,  Domain,        Phylum,                Class,               Order,              Family,                  Genus,                       Species,           SilvaTag,                     RDP_Clade,    Ecotype,SecDomain,      SecPhylum,             SecClass,         SecOrder,        SecFamily,               SecGenus,                    SecSpecies,        SecSilvaTag,                SecRDP_Clade, SecEcotype,                    Letter6,      amean,        asd,    amedian,       amad,acount1000,acountall
                CMAX_ARISA_476.8,   ARISA,      CMAX,   0.000805,    0.00164,         0,          0,       20,      38, 474.9, 476.8,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_476.8,0.000805016,0.001642881,          0,          0,        20,       38
                CMAX_ARISA_478.8,   ARISA,      CMAX,       0.01,       0.01,    0.0079,    0.00736,       73,      80, 476.8, 478.8,USC_Microbial_Observatory,                         SPOT,    deep,         1,        nd,       nd,  204371,      nd,       DQ631734.1,            nd,Bacteria,Proteobacteria,  Deltaproteobacteria,   Bdellovibrionales,  Bacteriovoracaceae,          Bacteriovorax,                            nd,      Bacteriovorax,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               Bacter_478.8,       0.01,       0.01,0.007897957,0.007363203,        73,       80
                  CMAX_ARISA_480,   ARISA,      CMAX,     0.0023,    0.00495,         0,          0,       29,      40, 478.8,   480,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                    OTU_480,0.002296816, 0.00494536,          0,          0,        29,       40
                CMAX_ARISA_481.8,   ARISA,      CMAX,   0.000996,    0.00384,         0,          0,       15,      26,   480, 481.8,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_481.8,0.000995842,0.003842629,          0,          0,        15,       26
                CMAX_ARISA_482.2,   ARISA,      CMAX,   0.000393,    0.00145,         0,          0,        9,      15, 481.8, 482.2,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_482.2,0.000392747,0.001447797,          0,          0,         9,       15
                CMAX_ARISA_484.1,   ARISA,      CMAX,     0.0022,    0.00336,  0.000751,    0.00111,       45,      59, 482.2, 484.1,Global_Ocean_Survey_(GOS),                          xxx,    surf,         2,         1,        0,  204374,  204372,       DQ009146.1,    EU803290.1,Bacteria,Proteobacteria,  Gammaproteobacteria,   Oceanospirillales,      Halomonadaceae,    Candidatus_Portiera,                            nd,              SAR86,                   Sar86_clade,         nd, Bacteria, Actinobacteria,       Actinobacteria,  Actinomycetales,           ACK-M1,                     nd,                            nd,               hgcI,                  Hgci_clade,         nd,                SAR86_484.1,0.002197484,0.003359027,0.000751376,0.001113989,        45,       59
                CMAX_ARISA_484.9,   ARISA,      CMAX,   0.000077,   0.000527,         0,          0,        1,       6, 484.1, 484.9,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_484.9,   7.70E-05,0.000526923,          0,          0,         1,        6
                CMAX_ARISA_486.6,   ARISA,      CMAX,  0.0000934,   0.000616,         0,          0,        1,       6, 484.9, 486.6,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_486.6,   9.34E-05,0.000615533,          0,          0,         1,        6
                CMAX_ARISA_487.4,   ARISA,      CMAX,   0.000404,    0.00346,         0,          0,        3,       7, 486.6, 487.4,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_487.4,0.000403648,0.003464358,          0,          0,         3,        7
                  CMAX_ARISA_488,   ARISA,      CMAX,   0.000286,   0.000736,         0,          0,        9,      23, 487.4,   488,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                    OTU_488,0.000285618,0.000735687,          0,          0,         9,       23
                  CMAX_ARISA_490,   ARISA,      CMAX,    0.00149,    0.00215,  0.000497,   0.000737,       39,      61,   488,   490,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                    OTU_490,0.001487326,0.002150931,0.000496767,0.000736507,        39,       61
                CMAX_ARISA_491.7,   ARISA,      CMAX,   0.000194,    0.00108,         0,          0,        4,      11,   490, 491.7,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_491.7,0.000193896,0.001084828,          0,          0,         4,       11
                CMAX_ARISA_493.6,   ARISA,      CMAX,   0.000193,   0.000971,         0,          0,        5,      12, 491.7, 493.6,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_493.6,0.000192638,0.000970505,          0,          0,         5,       12
                CMAX_ARISA_495.4,   ARISA,      CMAX,  0.0000836,   0.000386,         0,          0,        3,       8, 493.6, 495.4,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_495.4,   8.36E-05,0.000385718,          0,          0,         3,        8
                CMAX_ARISA_497.1,   ARISA,      CMAX,  0.0000763,   0.000375,         0,          0,        2,       5, 495.4, 497.1,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_497.1,   7.63E-05,0.000374958,          0,          0,         2,        5
                CMAX_ARISA_505.7,   ARISA,      CMAX,  0.0000498,   0.000166,         0,          0,        0,      10, 503.7, 505.7,     Indian_Ocean-RS/JCVI,                 Indian_Ocean,    surf,         1,        nd,       nd,  204380,      nd,       EF574402.1,            nd,Bacteria,Proteobacteria,  Deltaproteobacteria,   Bdellovibrionales,  Bacteriovoracaceae,                     nd,                            nd,   Bacteriovoraceae,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               Bacter_505.7,   4.98E-05,0.000166387,          0,          0,         0,       10
                CMAX_ARISA_507.4,   ARISA,      CMAX,   0.000154,   0.000424,         0,          0,        4,      17, 505.7, 507.4,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_507.4,0.000154333,0.000423891,          0,          0,         4,       17
                CMAX_ARISA_509.9,   ARISA,      CMAX,    0.00334,    0.00887,  0.000736,    0.00109,       41,      62, 507.9, 509.9,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_509.9,0.003344277,0.008867127,0.000735893,0.001091035,        41,       62
                  CMAX_ARISA_511,   ARISA,      CMAX,   0.000371,   0.000608,         0,          0,       11,      39, 509.9,   511,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                    OTU_511,0.000371224, 0.00060819,          0,          0,        11,       39
                CMAX_ARISA_511.6,   ARISA,      CMAX,  0.0000693,   0.000168,         0,          0,        0,      16,   511, 511.6,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_511.6,   6.93E-05,0.000167885,          0,          0,         0,       16
                CMAX_ARISA_513.2,   ARISA,      CMAX,  0.0000322,   0.000163,         0,          0,        1,       6, 511.6, 513.2,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_513.2,   3.22E-05,0.000163073,          0,          0,         1,        6
                CMAX_ARISA_515.9,   ARISA,      CMAX,   0.000289,   0.000653,         0,          0,        8,      27, 513.9, 515.9,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_515.9,0.000289334,0.000652775,          0,          0,         8,       27
                  CMAX_ARISA_517,   ARISA,      CMAX,   0.000152,   0.000353,         0,          0,        4,      21, 516.1,   517,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                    OTU_517,0.000152385,0.000353486,          0,          0,         4,       21
                  CMAX_ARISA_519,   ARISA,      CMAX,    0.00483,    0.00751,     0.003,    0.00325,       71,      82,   517,   519,USC_Microbial_Observatory,                         SPOT,    deep,         1,        nd,       nd,  204381,      nd,       GQ351247.1,            nd,Bacteria,Proteobacteria,  Deltaproteobacteria,                  nd,                  nd,                     nd,                            nd,             SAR324,  Sar324_clade(marine_group_b),         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                 SAR324_519,0.004832015, 0.00751192,0.003003703,0.003248178,        71,       82
                CMAX_ARISA_519.6,   ARISA,      CMAX,   0.000577,     0.0012,         0,          0,       18,      31,   519, 519.6,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_519.6,0.000576581,0.001197694,          0,          0,        18,       31
                CMAX_ARISA_521.6,   ARISA,      CMAX,    0.00357,    0.00414,   0.00211,    0.00312,       60,      70, 519.6, 521.6,USC_Microbial_Observatory,                         SPOT,    deep,         1,        nd,       nd,  204382,      nd,       AF355046.1,            nd,Bacteria,        SAR406,                 AB16,         Arctic96B-7,             A714017,            Arctic95A-2,                            nd,             SAR406,  Sar406_clade(marine_group_a),         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               SAR406_521.6,0.003571319, 0.00413857,0.002105995,0.003122348,        60,       70
                CMAX_ARISA_522.8,   ARISA,      CMAX,     0.0019,    0.00378,         0,          0,       33,      37, 521.6, 522.8,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_522.8,0.001896977,0.003781074,          0,          0,        33,       37
                CMAX_ARISA_524.8,   ARISA,      CMAX,     0.0015,    0.00328,         0,          0,       24,      27, 522.8, 524.8,     Indian_Ocean-RS/JCVI,                 Indian_Ocean,    surf,         1,        nd,       nd,  204383,      nd,       GU119396.1,            nd,Bacteria,Actinobacteria,       Actinobacteria,              koll13,                  nd,                     nd,                            nd,             OCS155,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               OCS155_524.8,0.001502575,0.003284237,          0,          0,        24,       27
                CMAX_ARISA_526.8,   ARISA,      CMAX,    0.00314,    0.00693,         0,          0,       34,      43, 524.8, 526.8,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_526.8,0.003144142,  0.0069337,          0,          0,        34,       43
                CMAX_ARISA_527.6,   ARISA,      CMAX,   0.000906,     0.0022,         0,          0,       16,      31, 526.8, 527.6,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_527.6,0.000906163,0.002201303,          0,          0,        16,       31
                CMAX_ARISA_529.5,   ARISA,      CMAX,   0.000527,    0.00108,         0,          0,       17,      30, 527.6, 529.5,     Indian_Ocean-RS/JCVI,                 Indian_Ocean,    surf,         1,        nd,       nd,  204384,      nd,       EF572198.1,            nd,Bacteria, Bacteroidetes,        Flavobacteria,                  nd,                  nd,                     nd,                            nd,                NS9,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  NS9_529.5,0.000527259,0.001075166,          0,          0,        17,       30
                CMAX_ARISA_531.5,   ARISA,      CMAX,    0.00277,    0.00226,    0.0025,    0.00198,       72,      77, 529.5, 531.5,USC_Microbial_Observatory,                         SPOT,    surf,         1,        nd,       nd,  204389,      nd,       DQ009144.1,            nd,Bacteria,Proteobacteria,  Gammaproteobacteria,   Oceanospirillales,      Halomonadaceae,    Candidatus_Portiera,                            nd,              SAR86,                   Sar86_clade,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                SAR86_531.5,0.002770542,0.002262261,0.002502333,0.001975986,        72,       77
                CMAX_ARISA_532.4,   ARISA,      CMAX,   0.000794,    0.00155,         0,          0,       24,      41, 531.5, 532.4,USC_Microbial_Observatory,                         SPOT,    surf,         1,        nd,       nd,  204391,      nd,       DQ009145.1,            nd,Bacteria,Proteobacteria,  Gammaproteobacteria,   Oceanospirillales,      Halomonadaceae,    Candidatus_Portiera,                            nd,              SAR86,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                SAR86_532.4,0.000793835,0.001551028,          0,          0,        24,       41
                CMAX_ARISA_533.4,   ARISA,      CMAX,   0.000714,    0.00158,         0,          0,       21,      34, 532.4, 533.4,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_533.4,0.000713821, 0.00158234,          0,          0,        21,       34
                CMAX_ARISA_534.1,   ARISA,      CMAX,   0.000298,    0.00137,         0,          0,        5,      16, 533.6, 534.1,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_534.1,0.000298083,0.001369163,          0,          0,         5,       16
                  CMAX_ARISA_535,   ARISA,      CMAX,   0.000261,   0.000766,         0,          0,        7,      19, 534.1,   535,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                    OTU_535,0.000261353,0.000765648,          0,          0,         7,       19
                CMAX_ARISA_536.9,   ARISA,      CMAX,    0.00126,    0.00271,         0,          0,       22,      30,   535, 536.9,USC_Microbial_Observatory,                         SPOT,    surf,         1,        nd,       nd,  204394,      nd,       DQ009142.1,            nd,Bacteria,Proteobacteria,  Gammaproteobacteria,   Oceanospirillales,      Halomonadaceae,    Candidatus_Portiera,                            nd,              SAR86,                   Sar86_clade,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                SAR86_536.9,0.001259697,0.002710231,          0,          0,        22,       30
                CMAX_ARISA_538.9,   ARISA,      CMAX,       0.03,       0.02,      0.03,       0.03,       88,      89, 536.9, 538.9,USC_Microbial_Observatory,                         SPOT,    surf,         3,         2,        0,  204396,  204395,       DQ009146.1,    EF572761.1,Bacteria,Proteobacteria,  Gammaproteobacteria,   Oceanospirillales,      Halomonadaceae,    Candidatus_Portiera,                            nd,              SAR86,                   Sar86_clade,         nd, Bacteria,  Bacteroidetes,        Flavobacteria,               nd,               nd,                     nd,                            nd,                NS9,                          nd,         nd,                SAR86_538.9,       0.03,       0.02,       0.03,       0.03,        88,       89
                CMAX_ARISA_540.1,   ARISA,      CMAX,    0.00276,    0.00836,         0,          0,       31,      38, 538.9, 540.1,            Biocomplexity,             Pacific_(Hawaii),    surf,         1,        nd,       nd,  204412,      nd,       GU119427.1,            nd,Bacteria, Bacteroidetes,        Flavobacteria,                  nd,                  nd,                     nd,                            nd,                NS9,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  NS9_540.1,0.002764146,0.008355257,          0,          0,        31,       38
                CMAX_ARISA_541.5,   ARISA,      CMAX,    0.00166,    0.00277,         0,          0,       33,      45, 540.1, 541.5,            Biocomplexity,             Pacific_(Hawaii),    surf,         1,        nd,       nd,  204414,      nd,       AM710362.1,            nd,Bacteria, Cyanobacteria,Synechococcophycideae,     Synechococcales,    Synechococcaceae,        Prochlorococcus,                            nd,          Cyanobium,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,               Cyanob_541.5,0.001657337,0.002773005,          0,          0,        33,       45
                CMAX_ARISA_542.8,   ARISA,      CMAX,    0.00118,    0.00249,         0,          0,       24,      36, 541.5, 542.8,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_542.8,0.001180943,0.002490889,          0,          0,        24,       36
                CMAX_ARISA_543.8,   ARISA,      CMAX,   0.000156,   0.000603,         0,          0,        4,      10, 542.8, 543.8,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_543.8,0.000156312,0.000603182,          0,          0,         4,       10
                CMAX_ARISA_545.8,   ARISA,      CMAX,    0.00113,    0.00278,         0,          0,       26,      34, 543.8, 545.8,USC_Microbial_Observatory,                         SPOT,    deep,         1,        nd,       nd,  204415,      nd,       FN433334.1,            nd,Bacteria, Bacteroidetes,        Flavobacteria,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_545.8,0.001125412,0.002778836,          0,          0,        26,       34
                CMAX_ARISA_547.8,   ARISA,      CMAX,     0.0014,    0.00237,  0.000273,   0.000404,       33,      48, 545.8, 547.8,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_547.8,0.001400384,0.002368833,0.000272789,0.000404438,        33,       48
                CMAX_ARISA_549.8,   ARISA,      CMAX,    0.00109,    0.00208,         0,          0,       24,      36, 547.8, 549.8,USC_Microbial_Observatory,                         SPOT,    deep,         3,        nd,       nd,  204416,      nd,       GQ351219.1,            nd,Bacteria, Bacteroidetes,        Flavobacteria,                  nd,                  nd,                     nd,                            nd,                NS9,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  NS9_549.8,0.001085298,0.002083678,          0,          0,        24,       36
                CMAX_ARISA_550.8,   ARISA,      CMAX,   0.000305,   0.000768,         0,          0,       11,      20, 549.8, 550.8,USC_Microbial_Observatory,                         SPOT,    deep,         1,         1,        0,  204420,  204419,       GQ351219.1,    GQ351259.1,Bacteria, Bacteroidetes,        Flavobacteria,                  nd,                  nd,                     nd,                            nd,                NS9,                            nd,         nd, Bacteria,         SAR406,                 AB16,      Arctic96B-7,          A714017,                SGSH944,                            nd,             SAR406,Sar406_clade(marine_group_a),         nd,                  NS9_550.8,0.000304513,0.000768304,          0,          0,        11,       20
                CMAX_ARISA_552.8,   ARISA,      CMAX,    0.00107,    0.00621,         0,          0,       13,      18, 550.8, 552.8,USC_Microbial_Observatory,                         SPOT,    deep,         3,        nd,       nd,  204421,      nd,       DQ513081.1,            nd,Bacteria, Bacteroidetes,        Flavobacteria,                  nd,                  nd,                     nd,                            nd,                NS9,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  NS9_552.8,0.001066009,0.006214083,          0,          0,        13,       18
                CMAX_ARISA_553.2,   ARISA,      CMAX,  0.0000927,   0.000514,         0,          0,        2,       5, 552.8, 553.2,USC_Microbial_Observatory,                         SPOT,    deep,         2,        nd,       nd,  204425,      nd,       GQ351219.1,            nd,Bacteria, Bacteroidetes,        Flavobacteria,                  nd,                  nd,                     nd,                            nd,                NS9,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  NS9_553.2,   9.27E-05, 0.00051437,          0,          0,         2,        5
                CMAX_ARISA_554.9,   ARISA,      CMAX,   0.000334,   0.000989,         0,          0,       12,      16, 553.2, 554.9,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_554.9,0.000334274,0.000988554,          0,          0,        12,       16
                CMAX_ARISA_556.7,   ARISA,      CMAX,   0.000397,    0.00224,         0,          0,        6,      15, 554.9, 556.7,USC_Microbial_Observatory,                         SPOT,    deep,         2,        nd,       nd,  204427,      nd,       GQ351219.1,            nd,Bacteria, Bacteroidetes,        Flavobacteria,                  nd,                  nd,                     nd,                            nd,                NS9,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  NS9_556.7,0.000396621,0.002240564,          0,          0,         6,       15
                CMAX_ARISA_557.8,   ARISA,      CMAX,   0.000275,     0.0012,         0,          0,        7,      13, 556.7, 557.8,Global_Ocean_Survey_(GOS),                          xxx,    surf,         2,        nd,       nd,  204430,      nd,       EU802824.1,            nd,Bacteria,Proteobacteria,  Gammaproteobacteria,   Oceanospirillales,      Halomonadaceae,    Candidatus_Portiera,                            nd,              SAR86,                   Sar86_clade,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                SAR86_557.8, 0.00027508,0.001197917,          0,          0,         7,       13
                  CMAX_ARISA_559,   ARISA,      CMAX,   0.000971,    0.00276,         0,          0,       22,      31, 557.8,   559,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                    OTU_559,0.000971145,0.002762387,          0,          0,        22,       31
                CMAX_ARISA_559.4,   ARISA,      CMAX,   0.000187,    0.00072,         0,          0,        6,       7,   559, 559.4,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_559.4,0.000186522,0.000719589,          0,          0,         6,        7
                CMAX_ARISA_559.7,   ARISA,      CMAX,   0.000315,    0.00153,         0,          0,        6,       8, 559.4, 559.7,                       nd,                           nd,      nd,        nd,        nd,       nd,      nd,      nd,               nd,            nd,      nd,            nd,                   nd,                  nd,                  nd,                     nd,                            nd,                 nd,                            nd,         nd,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,                  OTU_559.7,0.000315237,0.001534276,          0,          0,         6,        8
                CMAX_ARISA_561.8,   ARISA,      CMAX,       0.01,       0.02,    0.0085,       0.01,       73,      77, 559.8, 561.8,USC_Microbial_Observatory,                         SPOT,    surf,         1,        nd,       nd,  204432,      nd,       EU258747.1,            nd,Bacteria, Cyanobacteria,          Chloroplast,         Chlorophyta,        Mamiellaceae,                     nd,                            nd,        Chloroplast,                            nd,chloroplast,       nd,             nd,                   nd,               nd,               nd,                     nd,                            nd,                 nd,                          nd,         nd,   Chloro_chloroplast_561.8,       0.01,       0.02, 0.00850223,       0.01,        73,       77
